"","Suburb","Rooms","Type","Method","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount","Price"
"2565","Burwood",3,"t","S",2016-09-17,11.7,"3125",4,2,2,217,163,1993,"Monash City Council",-37.8522,145.1312,"Southern Metropolitan",5678,752000
"2566","Burwood",3,"h","S",2016-09-17,11.7,"3125",3,1,1,384,112,1950,"Monash City Council",-37.8542,145.1138,"Southern Metropolitan",5678,570000
"2567","Burwood",3,"h","S",2016-09-17,11.7,"3125",3,1,2,742,130,1941,"Monash City Council",-37.8529,145.0962,"Southern Metropolitan",5678,1460000
"2568","Burwood",3,"t","S",2016-09-17,11.7,"3125",3,1,2,228,126,1998,"Monash City Council",-37.8521,145.1187,"Southern Metropolitan",5678,745000
"2569","Burwood",5,"h","S",2016-09-17,11.7,"3125",4,2,2,522,169,2015,"Monash City Council",-37.7907,144.869,"Southern Metropolitan",5678,757000
"2571","Burwood",5,"h","S",2016-09-17,11.7,"3125",5,4,2,643,380,2014,"Monash City Council",-37.8454,145.0974,"Southern Metropolitan",5678,2150000
"2572","Burwood",3,"u","S",2016-09-17,11.7,"3125",3,1,2,308,92,1995,"Monash City Council",-37.8505,145.1065,"Southern Metropolitan",5678,746000
"2573","Burwood",3,"h","VB",2016-09-17,11.7,"3125",3,2,2,263,133,2015,"Monash City Council",-37.74978,144.97738,"Southern Metropolitan",5678,990000
"2575","Burwood",3,"h","S",2016-09-17,11.7,"3125",3,2,2,653,120,1950,"Monash City Council",-37.8445,145.1011,"Southern Metropolitan",5678,1540000
"2576","Burwood",3,"t","S",2017-03-18,11.7,"3125",3,2,2,329,150,1960,"Monash City Council",-37.8484,145.1013,"Southern Metropolitan",5678,1145000
"2577","Burwood",5,"h","PI",2017-03-18,11.7,"3125",5,2,1,824,208,1950,"Monash City Council",-37.8535,145.1139,"Southern Metropolitan",5678,1410000
"2579","Burwood",4,"t","S",2017-03-18,11.7,"3125",4,2,2,263,169,2015,"Monash City Council",-37.6178,145.0291,"Southern Metropolitan",5678,902000
"2581","Burwood",2,"u","S",2016-06-18,11.7,"3125",2,1,1,321,78,1965,"Monash City Council",-37.80798,145.0257,"Southern Metropolitan",5678,600000
"2583","Burwood",3,"h","S",2016-06-18,11.7,"3125",3,1,2,263,133,2014,"Monash City Council",-37.7945,145.0667,"Southern Metropolitan",5678,1020000
"2584","Burwood",3,"u","PI",2016-06-18,11.7,"3125",3,1,1,217,120,1960,"Monash City Council",-37.8562,145.1075,"Southern Metropolitan",5678,640000
"2585","Burwood",4,"t","S",2016-06-18,11.7,"3125",4,2,2,263,169,2015,"Monash City Council",-37.716,144.9663,"Southern Metropolitan",5678,1000050
"2586","Burwood",4,"t","S",2016-06-18,11.7,"3125",4,2,2,263,169,2015,"Monash City Council",-37.716,144.9663,"Southern Metropolitan",5678,1000050
"2587","Burwood",4,"h","PI",2016-06-18,11.7,"3125",4,2,2,1393,267,1963,"Monash City Council",-37.8463,145.102,"Southern Metropolitan",5678,1800000
"2588","Burwood",4,"t","S",2016-06-18,11.7,"3125",4,2,2,399,212,2005,"Monash City Council",-37.8597,145.1084,"Southern Metropolitan",5678,1270000
"2592","Burwood",5,"h","PI",2016-05-22,11.7,"3125",4,2,2,659,250,1957,"Monash City Council",-37.8513,145.1282,"Southern Metropolitan",5678,1800000
"2593","Burwood",4,"t","VB",2016-05-22,11.7,"3125",4,3,2,381,176,2013,"Monash City Council",-37.8459,145.1041,"Southern Metropolitan",5678,900000
"2594","Burwood",3,"h","S",2016-08-22,11.7,"3125",3,1,2,263,133,2014,"Monash City Council",-37.874,145.05812,"Southern Metropolitan",5678,1560000
"2595","Burwood",4,"t","VB",2016-08-22,11.7,"3125",4,2,2,263,169,2015,"Monash City Council",-37.767,145.119,"Southern Metropolitan",5678,1500000
"2596","Burwood",4,"h","S",2016-08-22,11.7,"3125",4,2,2,263,169,2015,"Monash City Council",-37.8101,144.8882,"Southern Metropolitan",5678,1235000
"2597","Burwood",2,"u","S",2016-08-22,11.7,"3125",2,1,1,321,81,1965,"Monash City Council",-37.8523,145.0936,"Southern Metropolitan",5678,585000
"2598","Burwood",3,"h","VB",2016-09-24,11.7,"3125",3,1,2,263,133,2014,"Monash City Council",-37.7528,144.9826,"Southern Metropolitan",5678,750000
"2599","Burwood",4,"h","SA",2016-09-24,11.7,"3125",4,2,2,499,220,2005,"Monash City Council",-37.8593,145.1101,"Southern Metropolitan",5678,1250000
"2601","Burwood",3,"h","S",2016-09-24,11.7,"3125",3,1,2,263,133,2014,"Monash City Council",-37.7647,145.01841,"Southern Metropolitan",5678,1116000
"2602","Burwood",2,"u","S",2016-09-24,11.7,"3125",2,1,1,321,81,1980,"Monash City Council",-37.8009,144.8762,"Southern Metropolitan",5678,580000
"2604","Burwood",3,"t","S",2017-02-25,11.7,"3125",3,1,2,263,133,2014,"Monash City Council",-37.7792,145.0903,"Southern Metropolitan",5678,1165000
"2606","Burwood",4,"h","S",2016-06-27,11.7,"3125",3,2,3,739,182,1970,"Monash City Council",-37.8552,145.1292,"Southern Metropolitan",5678,1410000
"2608","Burwood",5,"h","S",2016-06-27,11.7,"3125",5,2,1,544,168,1950,"Monash City Council",-37.8525,145.1154,"Southern Metropolitan",5678,1100000
"2609","Burwood",4,"t","S",2016-06-27,11.7,"3125",4,2,2,263,169,2015,"Monash City Council",-37.62771,145.02896,"Southern Metropolitan",5678,880000
"2611","Burwood",3,"h","S",2016-11-27,11.7,"3125",3,1,2,263,133,2014,"Monash City Council",-37.87735,145.04636,"Southern Metropolitan",5678,1495000
"2612","Burwood",4,"h","S",2016-11-27,11.7,"3125",4,2,2,662,269,1920,"Monash City Council",-37.8601,145.1007,"Southern Metropolitan",5678,1485000
"2613","Burwood",3,"h","S",2016-11-27,11.7,"3125",3,1,1,1101,120,1960,"Monash City Council",-37.8529,145.1222,"Southern Metropolitan",5678,2068000
"2614","Burwood",8,"h","S",2016-11-27,11.7,"3125",4,2,2,706,294,1930,"Monash City Council",-37.8605,145.094,"Southern Metropolitan",5678,1960000
"2615","Burwood",3,"h","VB",2016-05-28,11.7,"3125",3,1,1,589,120,1960,"Monash City Council",-37.855,145.118,"Southern Metropolitan",5678,1000000
"2616","Burwood",4,"u","PI",2016-05-28,11.7,"3125",4,2,1,0,150,1950,"Monash City Council",-37.8507,145.109,"Southern Metropolitan",5678,800000
"2617","Burwood",3,"t","S",2016-08-28,11.7,"3125",3,2,1,170,106,2001,"Monash City Council",-37.8554,145.1089,"Southern Metropolitan",5678,702000
"2619","Camberwell",4,"h","S",2016-09-03,7.8,"3124",4,2,1,652,189,1890,"Boroondara City Council",-37.8286,145.0686,"Southern Metropolitan",8920,2650000
"2620","Camberwell",3,"t","S",2016-09-03,7.8,"3124",3,1,2,389,130,1920,"Boroondara City Council",-37.8435,145.0695,"Southern Metropolitan",8920,1615000
"2622","Camberwell",4,"h","SA",2016-09-03,7.8,"3124",4,3,2,934,225.98,1980,"Boroondara City Council",-37.8496,145.0869,"Southern Metropolitan",8920,3225000
"2624","Camberwell",2,"u","S",2016-12-03,7.8,"3124",2,1,2,0,85,1940,"Boroondara City Council",-37.8231,145.0585,"Southern Metropolitan",8920,1017000
"2625","Camberwell",2,"u","S",2016-12-03,7.8,"3124",2,1,1,137,87,1970,"Boroondara City Council",-37.8459,145.088,"Southern Metropolitan",8920,729000
"2626","Camberwell",5,"h","VB",2016-12-03,7.8,"3124",5,4,1,708,348,1940,"Boroondara City Council",-37.8386,145.067,"Southern Metropolitan",8920,2600000
"2632","Camberwell",3,"h","S",2016-12-03,7.8,"3124",3,2,2,305,189,1998,"Boroondara City Council",-37.8365,145.0802,"Southern Metropolitan",8920,1650000
"2637","Camberwell",3,"t","VB",2017-03-04,7.8,"3124",3,1,2,263,133,2014,"Boroondara City Council",-37.7668,145.1051,"Southern Metropolitan",8920,1175000
"2638","Camberwell",5,"h","S",2017-03-04,7.8,"3124",5,2,2,522,169,2015,"Boroondara City Council",-37.8515,145.08776,"Southern Metropolitan",8920,2240000
"2640","Camberwell",5,"h","PI",2017-03-04,7.8,"3124",5,3,4,753,233,1940,"Boroondara City Council",-37.842,145.0888,"Southern Metropolitan",8920,2860000
"2643","Camberwell",3,"h","PI",2017-03-04,7.8,"3124",3,1,2,263,133,2014,"Boroondara City Council",-37.8102,145.0853,"Southern Metropolitan",8920,1910000
"2644","Camberwell",2,"h","SP",2016-06-04,7.8,"3124",2,1,2,230,92,1994,"Boroondara City Council",-37.8448,145.0723,"Southern Metropolitan",8920,950000
"2645","Camberwell",4,"h","PI",2016-06-04,7.8,"3124",4,2,2,263,184,2015,"Boroondara City Council",-37.81582,144.99337,"Southern Metropolitan",8920,2285000
"2646","Camberwell",2,"u","S",2016-06-04,7.8,"3124",2,1,1,1107,68,1960,"Boroondara City Council",-37.8347,145.057,"Southern Metropolitan",8920,615000
"2648","Camberwell",3,"h","S",2016-06-04,7.8,"3124",3,1,2,263,133,2014,"Boroondara City Council",-37.87735,145.05812,"Southern Metropolitan",8920,1950000
"2649","Camberwell",3,"h","S",2016-06-04,7.8,"3124",3,2,2,706,164,1960,"Boroondara City Council",-37.8457,145.0611,"Southern Metropolitan",8920,1987000
"2650","Camberwell",2,"u","S",2016-06-04,7.8,"3124",2,1,1,146,86,1970,"Boroondara City Council",-37.8357,145.0697,"Southern Metropolitan",8920,683000
"2651","Camberwell",3,"h","PI",2016-06-04,7.8,"3124",3,2,1,777,154,1950,"Boroondara City Council",-37.8431,145.0962,"Southern Metropolitan",8920,1690000
"2652","Camberwell",2,"u","VB",2016-06-04,7.8,"3124",2,1,1,0,56,2011,"Boroondara City Council",-37.8493,145.0877,"Southern Metropolitan",8920,430000
"2653","Camberwell",2,"u","SP",2016-06-04,7.8,"3124",2,1,1,136,81,1960,"Boroondara City Council",-37.8469,145.0589,"Southern Metropolitan",8920,717000
"2655","Camberwell",3,"t","S",2016-08-06,7.8,"3124",3,2,2,342,150,1950,"Boroondara City Council",-37.8433,145.0695,"Southern Metropolitan",8920,1300000
"2659","Camberwell",4,"h","VB",2016-05-07,7.8,"3124",4,2,4,661,232,1927,"Boroondara City Council",-37.8382,145.0904,"Southern Metropolitan",8920,2950000
"2660","Camberwell",4,"h","VB",2016-05-07,7.8,"3124",3,2,2,600,232,1897,"Boroondara City Council",-37.8237,145.0638,"Southern Metropolitan",8920,2600000
"2661","Camberwell",3,"h","PI",2016-05-07,7.8,"3124",3,2,2,1133,131,1930,"Boroondara City Council",-37.8426,145.0943,"Southern Metropolitan",8920,2325000
"2664","Camberwell",2,"u","SP",2016-11-07,7.8,"3124",2,1,1,896,77,1960,"Boroondara City Council",-37.8479,145.0958,"Southern Metropolitan",8920,435000
"2666","Camberwell",2,"h","S",2016-10-08,7.8,"3124",2,1,1,335,247,1970,"Boroondara City Council",-37.8452,145.0959,"Southern Metropolitan",8920,892000
"2669","Camberwell",4,"h","S",2016-09-10,7.8,"3124",4,2,2,263,169,2015,"Boroondara City Council",-37.8101,144.99337,"Southern Metropolitan",8920,3165000
"2670","Camberwell",4,"h","PI",2016-09-10,7.8,"3124",4,2,2,263,169,2015,"Boroondara City Council",-37.8101,144.91227,"Southern Metropolitan",8920,1550000
"2671","Camberwell",2,"u","S",2016-09-10,7.8,"3124",2,1,1,321,81,1980,"Boroondara City Council",-37.7671,144.9727,"Southern Metropolitan",8920,522000
"2672","Camberwell",5,"h","S",2016-09-10,7.8,"3124",5,2,2,522,169,2015,"Boroondara City Council",-37.80795,145.05213,"Southern Metropolitan",8920,3360000
"2673","Camberwell",2,"t","S",2016-09-10,7.8,"3124",2,1,1,93,111,1940,"Boroondara City Council",-37.8314,145.0611,"Southern Metropolitan",8920,900400
"2675","Camberwell",4,"h","S",2016-12-10,7.8,"3124",4,2,2,650,278,1940,"Boroondara City Council",-37.8274,145.0688,"Southern Metropolitan",8920,2090000
"2676","Camberwell",3,"t","VB",2016-12-10,7.8,"3124",3,2,2,232,195,1980,"Boroondara City Council",-37.842,145.0542,"Southern Metropolitan",8920,1250000
"2679","Camberwell",3,"h","S",2016-12-10,7.8,"3124",3,1,2,263,133,2014,"Boroondara City Council",-37.87735,145.04636,"Southern Metropolitan",8920,3775000
"2680","Camberwell",2,"u","S",2017-02-11,7.8,"3124",2,1,1,321,81,1960,"Boroondara City Council",-37.8355,145.0589,"Southern Metropolitan",8920,752000
"2682","Camberwell",3,"h","S",2016-06-12,7.8,"3124",3,1,2,821,105,1925,"Boroondara City Council",-37.8459,145.0644,"Southern Metropolitan",8920,2000000
"2683","Camberwell",3,"h","S",2016-06-12,7.8,"3124",2,1,1,427,115,1938,"Boroondara City Council",-37.8367,145.0934,"Southern Metropolitan",8920,1302000
"2684","Camberwell",2,"u","S",2016-11-12,7.8,"3124",2,1,1,321,81,1960,"Boroondara City Council",-37.8355,145.0589,"Southern Metropolitan",8920,753000
"2685","Camberwell",3,"h","S",2016-11-12,7.8,"3124",3,2,2,244,20,1960,"Boroondara City Council",-37.8446,145.068,"Southern Metropolitan",8920,1430000
"2687","Camberwell",3,"h","SP",2016-11-12,7.8,"3124",3,1,1,544,160,1930,"Boroondara City Council",-37.8436,145.0581,"Southern Metropolitan",8920,1622000
"2688","Camberwell",2,"u","PI",2016-11-12,7.8,"3124",2,1,1,0,77,1965,"Boroondara City Council",-37.8255,145.0592,"Southern Metropolitan",8920,502000
"2691","Camberwell",2,"u","SP",2016-11-12,7.8,"3124",2,1,1,896,77,1960,"Boroondara City Council",-37.8479,145.0958,"Southern Metropolitan",8920,435000
"2692","Camberwell",3,"t","S",2016-08-13,7.8,"3124",3,1,2,263,88,2014,"Boroondara City Council",-37.78144,145.0423,"Southern Metropolitan",8920,1500000
"2693","Camberwell",5,"h","S",2016-08-13,7.8,"3124",5,2,2,522,169,2015,"Boroondara City Council",-37.8395,145.0532,"Southern Metropolitan",8920,4440000
"2697","Camberwell",2,"h","VB",2016-08-13,7.8,"3124",2,1,1,122,81,1960,"Boroondara City Council",-37.8439,145.0718,"Southern Metropolitan",8920,620000
"2698","Camberwell",5,"h","VB",2016-05-14,7.8,"3124",5,3,2,801,203,1920,"Boroondara City Council",-37.84,145.0548,"Southern Metropolitan",8920,2000000
"2700","Camberwell",3,"u","PI",2016-05-14,7.8,"3124",3,1,1,0,89,1960,"Boroondara City Council",-37.8255,145.0592,"Southern Metropolitan",8920,591000
"2701","Camberwell",5,"h","VB",2016-05-14,7.8,"3124",4,2,2,522,169,2015,"Boroondara City Council",-37.7591,144.9237,"Southern Metropolitan",8920,1800000
"2704","Camberwell",2,"u","S",2016-10-15,7.8,"3124",2,1,1,321,81,1980,"Boroondara City Council",-37.7575,144.971,"Southern Metropolitan",8920,550000
"2705","Camberwell",5,"h","S",2016-10-15,7.8,"3124",5,2,4,730,3112,1920,"Boroondara City Council",-37.8424,145.0639,"Southern Metropolitan",8920,2608000
"2708","Camberwell",3,"h","S",2016-10-15,7.8,"3124",3,1,2,263,133,2014,"Boroondara City Council",-37.90017,145.0506,"Southern Metropolitan",8920,1410000
"2709","Camberwell",3,"h","S",2016-10-15,7.8,"3124",3,1,1,769,133,1930,"Boroondara City Council",-37.8482,145.0949,"Southern Metropolitan",8920,1780000
"2712","Camberwell",3,"h","S",2016-04-16,7.8,"3124",3,2,2,656,225,2009,"Boroondara City Council",-37.841,145.0824,"Southern Metropolitan",8920,2250000
"2714","Camberwell",2,"h","PI",2016-04-16,7.8,"3124",2,1,1,424,95,1930,"Boroondara City Council",-37.8465,145.0743,"Southern Metropolitan",8920,895000
"2715","Camberwell",3,"h","SP",2016-04-16,7.8,"3124",3,2,0,584,213,1920,"Boroondara City Council",-37.8349,145.0758,"Southern Metropolitan",8920,1800000
"2717","Camberwell",4,"h","PI",2016-04-16,7.8,"3124",3,0,0,693,121,1935,"Boroondara City Council",-37.836,145.0914,"Southern Metropolitan",8920,1400000
"2718","Camberwell",3,"h","PI",2016-04-16,7.8,"3124",3,1,2,263,133,2014,"Boroondara City Council",-37.8553,145.0711,"Southern Metropolitan",8920,2200000
"2719","Camberwell",2,"u","S",2016-07-16,7.8,"3124",2,1,1,84,80,1960,"Boroondara City Council",-37.832,145.0599,"Southern Metropolitan",8920,693000
"2720","Camberwell",2,"u","S",2016-09-17,7.8,"3124",2,1,1,150,88,1970,"Boroondara City Council",-37.8438,145.066,"Southern Metropolitan",8920,900000
"2721","Camberwell",5,"h","VB",2016-09-17,7.8,"3124",5,3,2,802,317,1994,"Boroondara City Council",-37.8442,145.0578,"Southern Metropolitan",8920,2700000
"2724","Camberwell",2,"u","PI",2016-09-17,7.8,"3124",2,1,1,0,76,1960,"Boroondara City Council",-37.8491,145.086,"Southern Metropolitan",8920,530000
"2725","Camberwell",4,"h","S",2017-03-18,7.8,"3124",4,2,2,263,169,2015,"Boroondara City Council",-37.8101,144.99337,"Southern Metropolitan",8920,1946000
"2727","Camberwell",2,"u","PI",2017-03-18,7.8,"3124",2,2,2,188,89.25,1990,"Boroondara City Council",-37.8442,145.0668,"Southern Metropolitan",8920,805000
"2728","Camberwell",4,"h","S",2017-03-18,7.8,"3124",4,2,2,813,163,1960,"Boroondara City Council",-37.8405,145.0903,"Southern Metropolitan",8920,2228000
"2730","Camberwell",3,"t","S",2017-03-18,7.8,"3124",3,2,2,132,146,1970,"Boroondara City Council",-37.8489,145.088,"Southern Metropolitan",8920,930000
"2731","Camberwell",2,"u","S",2017-03-18,7.8,"3124",2,1,1,0,75,1970,"Boroondara City Council",-37.847,145.0672,"Southern Metropolitan",8920,590000
"2732","Camberwell",4,"h","S",2017-03-18,7.8,"3124",4,2,2,903,278,2000,"Boroondara City Council",-37.8238,145.0624,"Southern Metropolitan",8920,4760000
"2733","Camberwell",3,"h","S",2017-03-18,7.8,"3124",3,1,1,405,102,1930,"Boroondara City Council",-37.8448,145.071,"Southern Metropolitan",8920,1602500
"2735","Camberwell",4,"h","PI",2016-06-18,7.8,"3124",4,2,2,263,169,2015,"Boroondara City Council",-37.78054,145.0422,"Southern Metropolitan",8920,1650000
"2736","Camberwell",3,"t","SP",2016-06-18,7.8,"3124",3,2,2,318,150,1960,"Boroondara City Council",-37.8447,145.0916,"Southern Metropolitan",8920,1515000
"2737","Camberwell",3,"h","S",2016-06-18,7.8,"3124",3,1,2,263,133,2014,"Boroondara City Council",-37.87735,145.04636,"Southern Metropolitan",8920,2132500
"2738","Camberwell",2,"h","PI",2016-06-18,7.8,"3124",2,1,4,368,120,1950,"Boroondara City Council",-37.8233,145.0644,"Southern Metropolitan",8920,1800000
"2740","Camberwell",4,"h","SP",2016-11-19,7.8,"3124",4,2,2,263,169,2015,"Boroondara City Council",-37.8101,144.99337,"Southern Metropolitan",8920,2625000
"2743","Camberwell",3,"h","S",2016-05-22,7.8,"3124",3,1,2,263,133,2014,"Boroondara City Council",-37.87735,145.04636,"Southern Metropolitan",8920,2580000
"2748","Camberwell",2,"u","PI",2016-05-22,7.8,"3124",2,1,1,0,67,1965,"Boroondara City Council",-37.8361,145.0599,"Southern Metropolitan",8920,530000
"2749","Camberwell",4,"h","S",2016-05-22,7.8,"3124",4,2,2,263,169,2015,"Boroondara City Council",-37.89003,145.04469,"Southern Metropolitan",8920,3150000
"2750","Camberwell",4,"h","VB",2016-05-22,7.8,"3124",4,2,1,321,156,2015,"Boroondara City Council",-37.88293,145.0735,"Southern Metropolitan",8920,1100000
"2751","Camberwell",3,"u","S",2016-05-22,7.8,"3124",3,1,2,263,133,2014,"Boroondara City Council",-37.90017,145.0499,"Southern Metropolitan",8920,1333000
"2752","Camberwell",3,"h","S",2016-08-22,7.8,"3124",3,1,2,263,133,2014,"Boroondara City Council",-37.87735,145.04636,"Southern Metropolitan",8920,3000000
"2753","Camberwell",2,"u","S",2016-08-22,7.8,"3124",3,1,1,0,67,1970,"Boroondara City Council",-37.8316,145.068,"Southern Metropolitan",8920,558000
"2755","Camberwell",6,"h","PI",2016-08-22,7.8,"3124",4,2,2,263,169,2015,"Boroondara City Council",-37.83195,145.03656,"Southern Metropolitan",8920,2800000
"2756","Camberwell",2,"h","S",2016-08-22,7.8,"3124",3,2,2,259,145,1986,"Boroondara City Council",-37.8357,145.0786,"Southern Metropolitan",8920,1185000
"2758","Camberwell",3,"h","S",2016-08-22,7.8,"3124",3,1,2,635,130,1920,"Boroondara City Council",-37.8454,145.0707,"Southern Metropolitan",8920,2177000
"2759","Camberwell",2,"h","S",2016-04-23,7.8,"3124",2,1,1,321,81,1960,"Boroondara City Council",-37.8355,145.0589,"Southern Metropolitan",8920,840000
"2762","Camberwell",3,"h","S",2016-09-24,7.8,"3124",3,1,1,891,120,1960,"Boroondara City Council",-37.8408,145.0905,"Southern Metropolitan",8920,2155000
"2763","Camberwell",3,"h","S",2017-02-25,7.8,"3124",3,1,2,263,133,2014,"Boroondara City Council",-37.87735,145.04636,"Southern Metropolitan",8920,1865000
"2764","Camberwell",3,"h","S",2017-02-25,7.8,"3124",3,2,4,877,146,1960,"Boroondara City Council",-37.8437,145.0623,"Southern Metropolitan",8920,3400000
"2765","Camberwell",2,"h","S",2017-02-25,7.8,"3124",2,1,2,400,92,1994,"Boroondara City Council",-37.8393,145.0662,"Southern Metropolitan",8920,1470000
"2766","Camberwell",4,"h","VB",2017-02-25,7.8,"3124",4,2,2,263,169,2015,"Boroondara City Council",-37.78071,145.04171,"Southern Metropolitan",8920,2800000
"2767","Camberwell",5,"h","S",2017-02-25,7.8,"3124",4,2,2,522,169,2015,"Boroondara City Council",-37.8421,145.0719,"Southern Metropolitan",8920,2300000
"2768","Camberwell",5,"h","S",2017-02-25,7.8,"3124",5,2,2,522,169,2015,"Boroondara City Council",-37.8354,145.0922,"Southern Metropolitan",8920,2010000
"2769","Camberwell",2,"u","S",2017-02-25,7.8,"3124",2,1,1,166,95,1969,"Boroondara City Council",-37.8439,145.0662,"Southern Metropolitan",8920,820000
